should_ban	comment_text
1	"""

 DON'T ARGUE WITH THAT FARRAKHANISTIC MORON 

  Why do you argue with that Farrakhan?? Ignore that moron, he doesn't know any better. Around 51% percent of DR is Mulatto(euro/black)or mixed and 46% Black. The mixed population lives mainly in the North,also known as the Cibao, while the Blacks are from the South like Sammy Sosa. This guy  is a believer of """" one-droppism"""", hyperdecent"""". So forget about convincing this fool. It is like a religion, it is very hard to convert somebody from one into another. 

  Northern Dominicans aka Cibaeños know who they are, they don't need these idiots to tell them what are they or what they are.  This idiot doesn't know jack about our history. There are ignorant people in every nationality, granted, but that doesn't give license to generalize an entire nationlaity based on the reactions of some people.  I'm Dominican, nobody has ever called me Black, even in the redneck deep south, even thou I do have Black blood, due to the fact that my family is not racist and some intermarrired with dark mulattoes.  Anyways, ignore these idiots,look how he is bad-mouthing white people. white people have done lots of evil, true, but this idiot wouldn't even be talking garbage thru this computer if it wasn't for this invention from the white man in the first place. That's just to tell you about his pea-sized brain.  Some people's intellectual levels, in any race or ethnicity, is just Jurassic, just stay away from debating things like politics, religion or race with Neantherthals."""
1	"typical female silliness 

to create articles about their women. nobody cares."
1	Listen here moron, you completely violate wikipedia regulations both on your userpage and in your edits. You should be paraded through the streets as an animal not worthy of our presence.
0	I'm sorry, you may have misunderstood me.  Please pay attention! thx. I want a sentence adding noting that compiling long lists is of interest to genealogists /// NOT that Wikipedia should host such a list (though FWIW I actually don't see too much of a problem with that either, that's a different discussion).
0	"Jamais Fomos Modernos 

The band was formed in 2010, December 12th, during Ken Vandermark’s concert at Santander Cultural in Porto Alegre, Brazil. Featuring Bode, who has for eleven years worked with the noise/ambient/electronics scene on his own and side projects, making live appearances at cultural institutions in Porto Alegre and releasing his work through netlabels and cd-r distros; Bruno, a drummer of various styles, but having jazz and free improv as his main focus; CP, a bass player that was part of what is believed to be the ever seen only Double Trio of Punk Rock and Diego, a Basement Solo clarinet player without audience, making freely improvised music, noise and structured improvisation.

The Name of the band is homonymous to the Antropology Essay by Bruno Latour – We’ve Never Been Modern -, published in 1991.

Time has passed and new instruments were added, like flutes, whistles, harmonicas, kazoos, toys, small percussion and aleatory objects, following the intuitive direction that each session offers.

As of Mats Gustafsson Show (FIRE), on 2011 may 15th, the band recorded 30 cd-r to be distributed among the free jazz/free improv aficionados."
0	"Caps 

Seems like Demon Core should be capitalized"
1	he can just fuck off. This project will wither and die due to people such as this and all I can say is bon voyage
0	"""==GA Review==

:This review is transcluded from Talk:The Fiery Trial: Abraham Lincoln and American Slavery/GA1. The edit link for this section can be used to add comments to the review.

Reviewer:  (talk · contribs) 

Mind if I review this? It's been waiting long enough P ★★★★ """
1	"Eat Shit

Eat shit and die arseface mutherlicker137.240.136.80"
1	is dope you.  Hey Rick James, leave Rick James alone
0	can support with valid references
1	"You're not even able to use fucking *google*, can you...?!?
http://www.enotes.com/psychoanalysis-encyclopedia/unpleasure"
1	you're so idi.o.t, so st.u.p.id guy, fu.c.k.i.n.g portuguese, i ha.te the portugueses
0	"""
Claiming to have """"phoned up"""" and doing your own math to claim they're wrong is a textbook example of violating WP:OR. You don't seem to understand the root of the problem that was raised not just by myself but also other experienced editors. You just can't remove a sourced list from a reliable organization like ILO, regardless of flaws.  """
1	No, you reverted with the logic that the citation didn't meet FA standards. Guess what? FA isn't a binding policy on articles they can lose FA status, and they can regain it. If you don't like the content added, go ahead and improve it, but cut it the fuck out with the wholesale revisions under bullshit deceptive edit summaries. Your behavior does not evince collaboration but battleground mentality and article-ownership; and as an admin, you should really know better. betafive
1	"bye 
lmao u wasz right ... i really is gon he act like i care if i get blocked im out dhis bitch ! lmao but i logged back on 2 see wat u sed ... ima miss u tho u neva get on myspace ... i`ll give u my numba on thur ! by bighead !"
0	Worth mention.  WP - at least in theory, even if not in the practice of some dogmatic editors out there - is not Brittanica, and therefore should reflect the constantly evolving state of knowledge.  Even if the whole question were somehow debunked - a claim of which I would be automatically suspicious - the issue would deserve treatment.  Was going to add it myself unless you proceed first.
1	rumor has the dicks explpoded
0	"""Thank you for experimenting with Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.   ✍ """
1	Newsflash!!  Schuminweb is GAY!!
0	"05:35, 25 July 2006 (hist) (diff) Glen Jacobs (→Early career) 
05:22, 25 July 2006 (hist) (diff) Jonathan Coachman (→Career) 
05:21, 25 July 2006 (hist) (diff) Shawn Michaels (→Return Of DX) 
05:21, 25 July 2006 (hist) (diff) Shawn Michaels (→Return Of DX) 
05:20, 25 July 2006 (hist) (diff) Shawn Michaels (→Return Of DX) 
05:19, 25 July 2006 (hist) (diff) Shawn Michaels (→Return) 
05:18, 25 July 2006 (hist) (diff) Shawn Michaels 
05:17, 25 July 2006 (hist) (diff) D-Generation X (→Return) 
18:29, 24 July 2006 (hist) (diff) Hank (disambiguation) (top) 
15:09, 24 July 2006 (hist) (diff) You Can't See Me (→Track listing) (top) 
14:56, 24 July 2006 (hist) (diff) Stone Cold Steve Austin (→Finishing and signature moves) 
14:54, 24 July 2006 (hist) (diff) Oscar Gutierrez (→Extreme Championship Wrestling) 
10:15, 24 July 2006 (hist) (diff) The Great American Bash (→2006) 
10:14, 24 July 2006 (hist) (diff) The Great American Bash (→2006) 
10:11, 24 July 2006 (hist) (diff) The Great American Bash (→2006) 
10:10, 24 July 2006 (hist) (diff) Fishman (wrestler) (→Trivia) 
10:09, 24 July 2006 (hist) (diff) Chavo Guerrero, Jr. (→SmackDown!) 
10:09, 24 July 2006 (hist) (diff) Chavo Guerrero, Jr. (→SmackDown!) 
10:08, 24 July 2006 (hist) (diff) Oscar Gutierrez (→World Heavyweight Champion) 
10:07, 24 July 2006 (hist) (diff) Oscar Gutierrez (→World Heavyweight Champion) 
10:07, 24 July 2006 (hist) (diff) Oscar Gutierrez (→World Heavyweight Champion) 
10:06, 24 July 2006 (hist) (diff) Oscar Gutierrez (→World Heavyweight Champion) 
10:05, 24 July 2006 (hist) (diff) Oscar Gutierrez (→World Heavyweight Champion) 
10:05, 24 July 2006 (hist) (diff) Oscar Gutierrez (→World Heavyweight Champion) 
10:03, 24 July 2006 (hist) (diff) Chavo Guerrero, Jr. (→SmackDown!) 
10:03, 24 July 2006 (hist) (diff) Chavo Guerrero, Jr. (→SmackDown!) 
10:01, 24 July 2006 (hist) (diff) Chavo Guerrero, Jr. (→SmackDown!) 
10:00, 24 July 2006 (hist) (diff) Chavo Guerrero, Jr. (→SmackDown!) 
09:59, 24 July 2006 (hist) (diff) Chavo Guerrero, Jr. 
09:57, 24 July 2006 (hist) (diff) Image:Chavo hitting rey.jpg (http://www.wwe.com/shows/thegreatamericanbash/photos/ Chavo's Heel turn on Rey) (top) 
06:28, 24 July 2006 (hist) (diff) The Great American Bash (→2006) 
06:28, 24 July 2006 (hist) (diff) The Great American Bash (→2006) 
06:27, 24 July 2006 (hist) (diff) The Great American Bash (→2006) 
06:27, 24 July 2006 (hist) (diff) The Great American Bash (→2006) 
06:25, 24 July 2006 (hist) (diff) Cross Canadian Ragweed (top) 
06:24, 24 July 2006 (hist) (diff) Cross Canadian Ragweed (album) (top) 
06:24, 24 July 2006 (hist) (diff) Live and Loud at the Wormy Dog Saloon (top) 
06:23, 24 July 2006 (hist) (diff) Cross Canadian Ragweed (album) 
06:22, 24 July 2006 (hist) (diff) Garage (album) (top) 
06:20, 24 July 2006 (hist) (diff) Highway 377 (top) 
06:19, 24 July 2006 (hist) (diff) Live & Loud At The Wormy Dog Saloon bootleg Disc 1 (top) 
06:18, 24 July 2006 (hist) (diff) Live & Loud At The Wormy Dog Saloon Bootleg Disc 2 (top) 
06:18, 24 July 2006 (hist) (diff) Live and Loud at Billy Bob's Texas (top) 
06:18, 24 July 2006 (hist) (diff) Live and Loud at Billy Bob's Texas 
06:17, 24 July 2006 (hist) (diff) Live & Loud At The Wormy Dog Saloon Bootleg Disc 2 
06:16, 24 July 2006 (hist) (diff) Live & Loud At The Wormy Dog Saloon bootleg Disc 1 
06:15, 24 July 2006 (hist) (diff) Live & Loud At The Wormy Dog Saloon bootleg Disc 1 
06:13, 24 July 2006 (hist) (diff) Live and Loud at the Wormy Dog Saloon 
06:13, 24 July 2006 (hist) (diff) Live and Loud at the Wormy Dog Saloon 
06:12, 24 July 2006 (hist) (diff) Live & Loud At The Wormy Dog Saloon bootleg Disc 1 
06:12, 24 July 2006 (hist) (diff) Live & Loud At The Wormy Dog Saloon Bootleg Disc 2 
06:11, 24 July 2006 (hist) (diff) Live & Loud At The Wormy Dog Saloon Bootleg Disc 2 
06:10, 24 July 2006 (hist) (diff) Image:Liveloud2 (.JPG (I Dustind. made this image) (top) 
06:10, 24 July 2006 (hist) (diff) Live & Loud At The Wormy Dog Saloon Bootleg Disc 2 
06:09, 24 July 2006 (hist) (diff) Live & Loud At The Wormy Dog Saloon bootleg (top) 
06:09, 24 July 2006 (hist) (diff) Live & Loud At The Wormy Dog Saloon Bootleg Disc 2 
06:08, 24 July 2006 (hist) (diff) Live & Loud At The Wormy Dog Saloon bootleg 
06:07, 24 July 2006 (hist) (diff) Live & Loud At The Wormy Dog Saloon bootleg Disc 1 
06:06, 24 July 2006 (hist) (diff) Live & Loud At The Wormy Dog Saloon bootleg 
06:05, 24 July 2006 (hist) (diff) Live & Loud At The Wormy Dog Saloon bootleg Disc 1 
06:05, 24 July 2006 (hist) (diff) Live & Loud At The Wormy Dog Saloon bootleg 
06:05, 24 July 2006 (hist) (diff) Live"
0	"i did a whole new section placing clairsentience in the context of altered states with references to mckenna , tim leary , gordon wasson .... shamanic use of ayuhasca , iboga.... shamnic drumming and dancing... the protestent shaker movement ... the whirling dervishes  .... and even a mental health section showing how all of the phenomena thought meaningfull to one group was equally thought to be symptomatic of various mental health diagnosis.....

my aproach was agnostic and included all aproaches with equal validity so that any curios reader  could follow their own path of reasoning  and research....

i thought from the nature of your remarks elsewhere and your chosen study area that you mighht be sympathetique.... cheers  

childish redirect

(the article presently on the main Clairsentience page .. if it stays there for 5 minutes ... is the old first draft before months of work was childishly trashed and a meaningless redirect to the clairvoyance page put in its place... 

the playground games continue...

ive posted this on the clairvoyance talk page after someone completely removed the clar#irsentience article which had gone through a process of months of work , rewrites , endless discussion , removasl of personal matereal , edits for style and content .... endless work on correct sourcing and wikpedia referencing and formatting.....  the article which had been arrived at with co operation and discussion over many weeks and v man who himself put some hours into grammer , punctuation ... re editting for stlye and content ... and much help in correct sourcing and referencing  ..... 

this article was the sum  of many peoples input , effort and hard work  so i dont know how or who removed it so thoughtlessly and put the meaningless redirect to the clairvoyance page... any help would be great.... cheers..  

hi guys

i see youve redirected  the clairsentience article.... let me ask....what was the point of the weeks of discussions and rewrites if you guys were going to redirect it anyway....you should have told me t get lost out of here...... what was the point of it all?  why did i listen to you ? at all?  why did i remove all personal references?  why did i reference and source all of my matereal diligently and in great detail ?  why did i edit and re edit for style and content ?  why did i make additional references to religios , anthropological ,socialogical , philosophical ,medical , physics , chemistry , botany , mental health etc  so that all views were included and respected?  why did i fulfill all of the above hurdles and hoops to fulfill wikpedia formatting and guidlines for you too to delete months of hard work and effort.  your actions are without integrity or honour ..... 

clairsentience article redirect ?

Hi ..... whoever removed the clairsentience article and made it redirect ... can you please try and respect that the article that was there had evolved over a couple of months of discussion and many rewrites and multiple edits which involved much discussion over a long period......
.........i could delete this clairvoyance article.... but i wont because revert and delete wars then stupidly take place   which is a real shame when a library becomes a bar room brawl......

..... i hope you can respect the clairsentience article...

..... ive been clairsentient for most of my adult life and it wasnt easy to come this far and to struggle for  decades to articulate my experience in a way which makes rational sense to the world at large of which the clairsentience article is a manifest example..... so please try and respect the vast amount of struggle and work which has gone into it...."
1	"2011 French Open 

Don't leave silly little messages on my talk page saying I haven't explained myself and revert with sure they are please. That is not an explanation so heard of pot kettle black. Gee. Anyway see talkpage."
0	Now now, gentlemen (I am assuming), let's keep it civil; There is no need to be so rude. We are all aware of the several unrecognized tribes that claim to be Cherokee. Until they are recognized by the United States federal government, they are not considered legitimate tribes. So, if you have a reference of a newly recognized tribe, then by all means, add it. Until then, however, it doesn't belong on wikipedia. Thanks,
1	"""

Fuck You Bertie

Thank you for taking the time to make your comments. The recognition of your """"Having professionals who contribute their talents at Wikipedia is a great thing and helps advance the project"""" comment is most appreciated and highly agreed upon.

Unfortunately the involvement of contributors such as 'BertieBasset' ( who should be deprived computer access and is hopefully sterile for the sake of future generations ) detracts from the efforts of well-meaning professionals and truly hinders the betterment of the project through their moronic lack of vision or intelligence and professional or quality editing ability.

That being said, regrettably it would be best for ALL images to be deleted at this time as per your extended courtesy. No further contributions will be made and it will be remembered as a failed attempt to improve a deserving site due to the ignorance of those amateurs like 'BertieBasset'. Dannyg3332 """
1	tiderolls... you are a shitty phage and you desperately need a life.
0	"""

 FYI 

Re this edit with this: """"Reverted addition of dubious unsourced content"""" rationale.
You did the right thing, but for the wrong reason.
The annon is completely correct - the table is rubbish. However, the place for the annon to argue about it is at the table's page, not on the article page. Cheers,   """
0	"hayyyyyyyyy 

yeah this karoolzzz hay k hayyyyyyy i remember"
1	Blow it out of your ass, you stupid piece of shit!12.176.20.2
0	"""

 Content 

""""Q:"""" Im a photographer and a designer not a writer, but does anyone think this article is a little short? This is on the most significant Industrial sites in our nation, that has recently (and about 10 years ago) had major portions demolished, wiping sections of our industrial history off the planet. We all need to take this article very seriously and make sure that it represents the significance of the site. Wheres the Beef? —urbanarcheolgy"""
1	"your time....

You suck because you are RIGHT...it is the third.....and I don't remember yours....STILL...LOL...I wanna say its in October....but something tells me it isn't..."
1	Get a life Holdwater, that German wife of yours must be very unsatisfied )
0	""". 
 """"We also plan to demonstrate arborsculpture, which is a unique method of bending and grafting shoots to form unusual designs and structures.""""    
Arborsculpture as a unique method"""
0	"What was the size/area of pre-amalgamation Hamilton?
Where could one get the information? They seem to have for Old Toronto. 24.36.54.238"
1	I'm ganna give ya a day ta think about weather or not ya wanna deal wit me, and believe you me homie I know all bout harassment and I ain't ganna stop on this mutha fuckin syte, if i'm not unblocked at 3:00 I'm ganna hack your shyt, harras you and basicly just fuck you around, so think about it ok NiggeR?
1	Hey John, it wasn't a fucking test moron
0	"""

 Unprotected 
I'm going to edit based on my comments in Talk:New_anti-Semitism#Sourcing_claims_for_.22Country-specific_incidents so could we discuss them now?  

All the incidents mentioned are regarded as examples of the new anti-Semitism i.e. coming from the left, related to radical anti-Zionism etc.  (talk) 

They may well be, but they are not sourced that way.  

I don't think we can expect the words """"new anti-Semitism"""" to appear in every single report we reference. We've defined it, and we've linked to many sources who are defining it. The definition is:

It is a form of Judenhass that emanates from the left. It is characterized by the demonization of the world's only Jewish state and of Jews as an ethnicity and a religion. Israel's right to exist as an equal member of the world community is denied. The Jewish people's right of self-determination is denied. Double standards are applied, whereby the actions of the Jewish state are judged according to a different standard from the actions of all the neighboring states around her. Jews as a people are held collectively responsible for the actions of the Jewish state. Symbols and images associated with classic anti-Semitism are used: for example, blood libels are resurrected, the Jewish state and Jewish people are associated with wild conspiracy theories involving Jews or Zionists or Israelis plotting to take over the world, or being in control of other governments, or being responsible behind the scenes for various acts of terror mistakenly attributed to others. Arab and Islamic anti-Semitism are excused and ignored. Straw-man attacks are made, whereby Jews are alleged to claim that any criticism of Israel is anti-Semitism, and that is then used to condemn Jewish groups as unreasonable, and to deny that there is any such thing as the """"new anti-Semitism."""" All of the above is accompanied by an international resurgence of violence against Jews and their synagogues and schools, particularly in Europe. It is found in conjunction with anti-Americanism (because Jews are believed either to control or be too influential with the American government), anti-Zionism, and the anti-globalization movement.

All the authoritative sources who have written about the phenomenon agree that these are the key components, so when we find them, we can offer them as examples, so long as someone has discussed them in terms of anti-Semitism or attacks on Jews.  (talk) 

My worry is that Livingstone has not been (at least in the sources provided) accused of anti-semitism, and that most of the discussion of Galloway has nothing to do with the allegation of anti-semitism against his supporters.  Add to that that we appear to be accusing them of anti-semitism (not reporting others allegations), which is OR (and unwise in the case of Galloway).  The NUS thing is a bit ephemeral but has been discussed in terms of new anti-semitism so I'd just want to tidy that up.  

Livingstone has very definitely been accused of anti-Semitism (got into quite a bit of trouble recently over it), as has Galloway, and without question his supporters. The section talks about it in relation to that election. By all means go ahead and clean it up as you see fit, and we can talk later if there are any disagreements.  (talk) 

Slim, whose definition is this?   

All the sources put together. The above are the issues they agree on. It was posted weeks ago.  (talk) 

I think you mean """"all the sources from one side of the argument put together"""".  It's been a while since we discussed this, so could you remind me as to which sources you consider authoritative?   
Sorry, you'll have to look in the archives; they're either there or in the article. By """"all the sources,"""" I mean all the sources who study new anti-Semitism. The above are the elements they appear to agree on.  (talk) 
I'm asking you which sources you consider to be authoritative.  Please respond.  [[User:C"
0	"Norman Lowell
Regarding his date of date; the info is available if you log-in, but since you're a new membere you're probably still under moderation. Use your head. (Oh yeah, I'm definitely Norman Lowell himself...it's really me, seriously.)"
1	"Still Here, Fatass 

What is it like waking up every morning, looking at the mirror, observing girls cross the street at your approach, who laugh as you attempt to waddle down the street? What is it like to see sexy women recoil in horrer at your approach? What is it like to eat 15 chocolate bars in one sitting? What is it like to be dangerously obese? What is it like to be an obtuse dick along with all of that, who does counter productive things even though a bit of common sense 16 months ago would have saved him all this hastle? What is it like being THAT obtuse??

EDIT: Perhaps you should consider a dialogue? All this reverting is so obtuse its silly. I've said it before, all you need to do is offer a recognition in an edit summary THAT I FUCKING EXIST YOU FUCKING MORON and I WILL GO AWAY FOR EVER. MORON."
1	"""

 My Two Cents 

 Political correctness will be the end of our world as we know it. This is sad that political correctness has come to this level. It is causing our society to reward failure and condone criminal behavior. This is sad. We might as well change the constitution and exclude freedom of speech. This is next. Truly sad. Truly sad, indeed. 

 Also, regardless what you want to refer to the chinese as, china is the reason why the US's economy is in the crapper, and why our unemployment rate is higher than it has been since the early 1980's. We have made """"those people"""" rich while our economic infrastructure is crumbling. Open your eyes!

And for those reasons, I despise China as well as the politically correct.

 Niggardly 
It is apparent by reading wiki's page on the """"controversial"""" word """"niggardly"""", that stupid people and words do not mix. It has been said that most people never pick up a book after leaving high school. Proof of this exists in the fact that this word can be taken so blatantly out of definition, that persons are asking that it be banned from the English language. As I said, idiots and words can be a dangerous combination.

What is even sadder is that I expressed this comment on wiki's niggardly page, and was accused of vandalism, yet others posted similar comments. I must of hit a nerve with some """"idiots"""" who don't have a large understanding of the English language and it proper usage. LOL!"""
0	"Citing sources

Check out the Wikipedia:Citing sources page for help with this. 58.8.18.35"
0	"Busking and street performing not the same. Do not merge. 

Please do not merge these two topics. The only thing that the share is the venue, in every other way they are very different forms of performance as the entry of street performance clearly states. If you merge busking and street theatre, then you might as well merge opera and ballet because they share the same stage.

One of the main reasons to have a street performing entry is to make clear the distinction between this and busking."
1	Dreadstar, LittleMountain5, and some jerk on the Internet are retarded assholes. Dreadstar is a pathetic nerdy little fuck with no prospects for ever meeting a woman he didn't pay for. LittleMountain5 doesn't have to worry about it because he's a flaming fag with an insatiable lust for semen. Some jerk on the Internet is just a sorry piece of shit in general, and if he keeps editing MY page, I'm going to erase his page as soon as I get unblocked.
0	"Message=
I am not going to make the modification to the Independence Day movie page, you win.

SO STOP TELLING ME TO DISCUSS IT!!!!!!!!!!!!!173.76.119.10"
1	"Information (cont.) 

Well?!? You do you want the info or not, you nasty little shit! 217.41.232.75  

 Could you stop the relentless persecution of me please? 

Bugs,

Can you have a quiet word with those two please and get them to stop claiming I'm light currant? 217.41.226.121"
0	"""

Current Squad
I propose redoing the current squad list a bit (for all South African teams). During the first half of the year, the top players will play Super Rugby for the Bulls; during the second half, some of them will play for the Springboks. I suggest we list all players in this section that are contracted to the Blue Bulls, but also indicate if they play at national team level, at Super Rugby level, at Currie Cup level or at Vodacom Cup level only.

With the current format, I think the only way possible would be to have some kind of indicator. Something like:

Props
  Dean Greyling (NT)
  Rayno Gerber (SR)
  Rossouw de Klerk (CC)
  Basil Short (VC)

Hooker
  Chiliboy Ralepelle (NT)
(NT) Represented South Africa in 2012(SR) Represented the  in Super Rugby in 2012(CC) Represented the Blue Bulls in Currie Cup rugby in 2012(VC) Represented the Blue Bulls in Vodacom Cup rugby in 2012

The indicator would show the highest level the player played at during the season and players would be sorted by position first, then this indicator, then surname.

However, an alternate representation could be:

 PropsNameNTSRCCVC  Dean Greyling                          Rayno Gerber                                      Rossouw de Klerk                                  Basil Short                                                 Hookers  Chiliboy Ralepelle                   

(NT) Represented South Africa in 2012(SR) Represented the  in Super Rugby in 2012(CC) Represented the Blue Bulls in Currie Cup rugby in 2012(VC) Represented the Blue Bulls in Vodacom Cup rugby in 2012

This could again be sorted by playing position, then level played, then surname.  Footnotes can be used if a player represented a different Super Rugby franchise than the main one affiliated with the union, etc. A template (which is a slight variation on {{rugby squad player}}) can be developed to simplify this.

Any thoughts, question, comments, suggestions, criticisms, etc?"""
0	This improves Wikipedia by consolidating multiple things that are fundamentally the same and have very limited unique descriptions into one accessible article. All useful information has been retained so no good information has been lost.  | Talk
1	So I HERD YOU LIEK MUDKIPS. Go suck it.
1	"you are a cunt 

Hello Mr Jim ....

My reason for sending this message is that you are a cunt and I wish nothing upon you apart from death (: ...

 That is all (: x"
0	"""::::::Clearly, the rules for tags are different. How do we know? Because tags cannot have citations. Even if we find that the International Organization for the Identification and Monitoring of Hate Groups has conducted their extensive peer review and has identified Conservapedia as the hate group they are, there's no way to cite that in a tag. Ergo, the tags are clearly meant to be based on common sense, not on citations. Furthermore, if the rules of wikipedia prevent us from adding accurate information to an article, then the rules should be ignored. That's not my ideait's Wikipedia's: """"If a rule prevents you from improving or maintaining Wikipedia, ignore it."""" Not adding information because the site is not """"important enough"""" seems far more of an unsubstantiated value judgment than anything I've said. 

"""
1	"fuck you 

Fuck all the faggot assed, cock suckin', drug addicted, shit sniffin', retarded megalomaniacs who call themselves admins. The couldn't get fucked up the arse if they bent over in a gay bar with $50 stuffed in their crack. They are just a bunch of lame ass losers with no life and even fewer friends. If real life came up and bit them on the as, they would die or just OD."
0	"""

PS: I completely agree with you that Dixon is given too much space as an individual. He belongs to a minority group, but he is not a minority of one as the article suggests. I did mention Lyle Campbell, who is a respected scholar, not an Australianist, true enough, but competent enough to judge whether the material presented is sufficient. The article might mention this, that Dixon is not alone, although he may be the most influential of the minority. After all, """"The Cambridge Language Surveys"""" had him as sole composer of one of their books and coeditor of another. It is therefore not smart to accuse him of ignorance in his own field. Alles Liebe   """
0	Three reverts are allowed. Read the rules.
1	"go ahead 

i don't give a shit to that"
1	"Lowlife 

You are a Troll, a sockpuppet and you have resurected Wikzilla. Good job moron."
1	Well you're a liar, an outright liar, and nothing but a liar.  You do cherry-pick quotations to prove your own pre-existing opinions.  You're such a thick headed jack ass, you do not have enough sense to see the need for different viewpoints.  All you know how to do is jump in and destroy good work without bothering to think or give consideration to anything that is contrary to your narrow minded, bigoted point of view.  You're really a thick headed jack ass.  You don't know how to communicate.  You are incapable of understanding anything that is contrary to you narrow minded bigoted point of view.  It is because of you that we have many low quality articles on Wikipedia.
1	"""

 Personal attacks 

, Making Personal Attacks , probably  or  or  wrote: """"ESTE GIL SE LA COME Y LE GUSTA BIEN DURITA POR ATRAS"""", a very offensive statement in spanish to 200.45.6.10, (please see: http://en.wikipedia.org/w/index.php?title=User_talk:200.45.6.10&oldid;=40503654) 

WHOIS results for 200.123.178.246
Generated by www.DNSstuff.com

Location: Argentina [City: Buenos Aires, Buenos Aires]

 Personal attacks 2 

I seems that the person who recently wrote personal attacks related with the Huemul Project page is . See contributions of 200.68.127.154. Probably  or one of its partners logged with this IP after 200.82.18.5 to try to hide his misbehavior.  

 signning off now. Thanks.  

I suggest you, , that you solve this first.

 

Don't be stupid, please. Find who wrote """"ESTE GIL SE LA COME Y LE GUSTA BIEN DURITA POR ATRAS"""". Evidence is clear. You have three choices.
And please keep away of vandalizing this page. Contribute with something meaningful. (Certainly you didn't so far)  """
1	you smell of pig shit,
1	"how big is ur cock 

i wanna suck u off )"
0	"""

There is a standardization agreement between the air forces of the US, UK, Canada, Australia and NZ, that defines a missile as """"A weapon or object to which propulsive energy is applied or continues to be applied after launch.""""  See AR 310-25.  Since those are the air forces of the major English speaking countries, that would seem to be the best source for the current military use of the term."""
0	No takers, then? ¦
1	Grow up you silly person it's not disruptive editing your reverting is disrupting - hey QED actually pay attention to Wikipedia's own page devoted to people with the surname McKay not Mckay because that name does not exist!(https://en.wikipedia.org/wiki/McKay) Your logic Qed - suggests that this (https://en.wikipedia.org/wiki/McKay) is wrong because McKay has uses an uppercase letter 'K'. You imbecile just ask a specialist in the field of surnames, specifically Irish and Scottish surnames and you will have your answer!
1	"You are really fu*** Materialscientist. I think WP administrators clearly supporting Tamils and have a problems with Sinhalese. First in ANI comment, I didn't said Tamils or anyone is stupid. I blamed tamils in ANI (obni**, hillcountries) for making Tamils who resorting to militancy as stupids by forcing me to add stupid reasons to wear arms (sorry. but honestly the reasons are stupid) into the article. If reasons are stupid first administrators should block 2 Tamils and other administrators who forced me to add content to the article. 
astr-nny"
0	No we are discussing this right here, mr LOL!
0	"OTRS ticket 2009051010000428 

I draw your attention to the Boze Hadleigh entry Talk page which has a post from one 'Monkeyzpop' questioning your recent deletion, to which they have received no reply. Given the facts cited in the deleted section, I too am puzzled, and request that you illuminate us on your reasoning at 
http://en.wikipedia.org/wiki/Talk:Boze_Hadleigh."
1	therefore you are a pedo, you fuck little boys
1	Ryan1711, you're not fooling anyone.  Playing dumb and acting condescendingly is not helpful.
1	TeaDrinker is A Stupid Jerk! Also, He has a Stupid Nickname
1	I will net left harassing you.I am the same IP's whom you're blocking.I will gonna destroy you.
1	"}}
{{wikibreak| Have a lot of exams to study for at the moment and very fucked off with the bias on show in wikipedia, so might not reply straight away to any comments posted, BigDunc"
0	"Didier AFD #3
They keep trying to find reasons to delete it.  It is up for a 3rd time.  If they would only channel their efforts into improving it.  After all, it has been improved and even re-titiled."
0	"""

Bam. It's on.►''''''Holla! """
1	"bye 
o i`ma miss yooh so bad . but i can`t say too much on dhis lil` edit cuz dhat geniac bitch gon` say some to me , && all i`m doin is tryna tell yooh bye , hit me up on myspace , && i`ma miss yooh . luve ya sis , last time yooh gon` see my siq ."
0	"""

dont know
where you went to, dont care, check your history i left you a little """"comment"""" it got reverted (of course) but you still need to read it, good day   """
1	"""

 Thanks! 

  Award of Gayness You suck! ;D   """
0	why did you get rid of the comment i made for rodney harrison?
0	"33, 2 March 2007 (UTC)
You are being ridiculous by thinking about where the character has lived and how they would write their name. They are fictional Japanese creations and that's all there is to it.  17:33"
0	"File:Napier fit.jpg.jpg listed for deletion 
A file that you uploaded or altered, File:Napier fit.jpg.jpg, has been listed at Wikipedia:Files for deletion. Please see the discussion to see why this is (you may have to search for the title of the image to find its entry), if you are interested in it not being deleted. Thank you."
0	"Lucky? I will prove that you are wrong. This artist has been targeted. Do you listen? I think not. I don't think you even know what you are doing. I know that for certain, actually. Why are you trying to make a name for yourself on here? Do you listen? No. I don't have time for this now.
The fact that this article is new is not a reason.
Did you understand that you could go search for hundreds if not thousands of bands, dancers, whoever else and delete them too? Listen sometime."
1	"Good to see ==
that the Masturbator Of Lies Onanizing Brainsick Opinions continues to spread his freaky bullshit! Don't you think you should spend your time with more importand things like stealing a car -or better a brain?

=="
